#first HST orbit is affected by the ramp effect 
Time (MJD), Luh16A_flux, Luh16B_flux,Luh16A_flux_err,Luh16B_flux_err 
     59708.1786, 3.562e-11, 4.084e-11, 5.857e-14, 6.672e-14
     59708.1789, 3.558e-11, 4.081e-11, 5.825e-14, 6.666e-14
     59708.1792, 3.554e-11, 4.088e-11, 6.064e-14, 6.695e-14
     59708.1795, 3.557e-11, 4.085e-11, 5.833e-14, 6.68e-14
     59708.1798, 3.557e-11, 4.086e-11, 6.063e-14, 6.675e-14
     59708.1801, 3.555e-11, 4.081e-11, 5.815e-14, 6.663e-14
     59708.1804, 3.558e-11, 4.083e-11, 5.826e-14, 6.669e-14
     59708.1807, 3.561e-11, 4.084e-11, 5.854e-14, 6.676e-14
      59708.181, 3.563e-11, 4.086e-11, 5.841e-14, 6.681e-14
     59708.1813, 3.561e-11, 4.081e-11, 5.838e-14, 6.657e-14
     59708.1816, 3.567e-11, 4.087e-11, 5.863e-14, 6.686e-14
     59708.1819, 3.565e-11, 4.084e-11, 5.857e-14, 6.697e-14
     59708.1822, 3.565e-11, 4.085e-11, 5.857e-14, 6.695e-14
     59708.1825, 3.561e-11, 4.079e-11, 5.845e-14, 6.658e-14
     59708.1828, 3.561e-11, 4.081e-11, 5.849e-14, 6.668e-14
     59708.1831, 3.564e-11, 4.081e-11, 5.868e-14, 6.66e-14
     59708.1834, 3.561e-11, 4.082e-11, 5.829e-14, 6.661e-14
     59708.1837, 3.56e-11, 4.081e-11, 5.825e-14, 6.662e-14
      59708.184, 3.569e-11, 4.081e-11, 5.869e-14, 6.778e-14
     59708.1843, 3.568e-11, 4.078e-11, 5.881e-14, 6.675e-14
     59708.1846, 3.566e-11, 4.083e-11, 5.868e-14, 6.678e-14
     59708.1849, 3.563e-11, 4.083e-11, 5.829e-14, 6.681e-14
     59708.1852, 3.566e-11, 4.084e-11, 5.845e-14, 6.678e-14
     59708.1855, 3.57e-11, 4.083e-11, 5.882e-14, 6.674e-14
     59708.1858, 3.567e-11, 4.083e-11, 6.096e-14, 6.674e-14
     59708.1861, 3.566e-11, 4.084e-11, 5.844e-14, 6.694e-14
     59708.1864, 3.575e-11, 4.083e-11, 5.869e-14, 6.672e-14
     59708.1867, 3.573e-11, 4.084e-11, 6.845e-14, 6.692e-14
      59708.187, 3.571e-11, 4.087e-11, 5.851e-14, 6.701e-14
     59708.1873, 3.577e-11, 4.089e-11, 6.126e-14, 6.691e-14
     59708.1876, 3.577e-11, 4.089e-11, 5.881e-14, 6.694e-14
     59708.1879, 3.572e-11, 4.09e-11, 5.856e-14, 6.704e-14
     59708.1882, 3.576e-11, 4.093e-11, 5.866e-14, 6.704e-14
     59708.1885, 3.577e-11, 4.089e-11, 5.902e-14, 6.706e-14
     59708.1888, 3.572e-11, 4.085e-11, 5.861e-14, 6.668e-14
     59708.1891, 3.575e-11, 4.091e-11, 5.874e-14, 6.714e-14
     59708.1894, 3.577e-11, 4.091e-11, 5.868e-14, 6.716e-14
     59708.1897, 3.577e-11, 4.088e-11, 5.891e-14, 6.679e-14
       59708.19, 3.577e-11, 4.089e-11, 5.87e-14, 6.695e-14
     59708.1903, 3.582e-11, 4.085e-11, 5.895e-14, 6.693e-14
     59708.1906, 3.576e-11, 4.087e-11, 5.877e-14, 6.705e-14
     59708.1909, 3.58e-11, 4.089e-11, 5.91e-14, 6.706e-14
     59708.1912, 3.575e-11, 4.089e-11, 5.873e-14, 6.693e-14
     59708.1915, 3.58e-11, 4.094e-11, 5.875e-14, 6.721e-14
     59708.1918, 3.581e-11, 4.096e-11, 5.898e-14, 6.735e-14
     59708.1921, 3.583e-11, 4.09e-11, 5.902e-14, 6.693e-14
     59708.1924, 3.583e-11, 4.096e-11, 5.895e-14, 6.738e-14
     59708.1927, 3.577e-11, 4.092e-11, 5.871e-14, 6.693e-14
      59708.193, 3.584e-11, 4.093e-11, 5.898e-14, 6.711e-14
     59708.1933, 3.587e-11, 4.092e-11, 5.899e-14, 6.68e-14
     59708.1936, 3.583e-11, 4.09e-11, 5.886e-14, 6.69e-14
     59708.1939, 3.582e-11, 4.097e-11, 5.896e-14, 6.719e-14
     59708.1942, 3.582e-11, 4.1e-11, 6.109e-14, 6.735e-14
     59708.1945, 3.582e-11, 4.098e-11, 5.889e-14, 6.709e-14
     59708.1948, 3.589e-11, 4.09e-11, 5.89e-14, 6.698e-14
     59708.1951, 3.585e-11, 4.094e-11, 5.893e-14, 6.697e-14
     59708.1954, 3.584e-11, 4.095e-11, 5.884e-14, 6.726e-14
     59708.1957, 3.592e-11, 4.098e-11, 5.918e-14, 6.727e-14
      59708.196, 3.589e-11, 4.1e-11, 5.896e-14, 6.74e-14
